"","index","volume","change","time","trader","industry","months"
"503","3","102997","0.0481266674157227","day","D","software","4"
"504","4","94789","-0.0182601812545156","day","B","auto","6"
"505","5","117456","0.0440073183295627","day","E","auto","5"
"506","6","105480","0.0418955038273815","day","C","software","4"
"507","7","59105","-0.00959346602790651","day","B","health","4"
"508","8","148348","0.0596965059373868","day","E","auto","4"
"509","9","80175","0.0213079452829457","day","C","software","2"
"510","10","98175","-0.0334755918257315","day","E","telco","2"
"511","11","126364","0.0504168755703295","day","A","manufact","6"
"512","12","130820","-0.00194614824652702","day","B","telco","6"
"513","13","78952","0.0611702387261131","day","C","manufact","4"
"514","14","76554","-0.0581347622284464","day","E","auto","1"
"515","15","121234","0.0587292386458379","day","D","auto","5"
"516","16","106123","-0.0105181515826495","day","E","health","4"
"517","17","135281","0.0547895251096669","day","B","health","5"
"518","18","125908","0.0328313778249019","day","E","auto","1"
"519","19","90712","-0.0351986933439668","day","D","software","4"
"520","20","142301","0.0809623283205836","day","D","health","3"
"521","21","38289","-0.00145419354570134","day","E","telco","5"
"522","22","116487","0.0436015413408811","day","D","telco","2"
"523","23","55951","0.020884615319176","day","B","software","5"
"524","24","36986","0.0649063587959385","day","C","health","4"
"525","25","136468","-0.0638171925697627","day","A","auto","1"
"526","26","118285","-0.0115179068988457","day","B","software","3"
"527","27","93054","0.0406125401533989","day","B","software","6"
"528","28","65156","0.032137617748968","day","D","software","3"
"529","29","143890","0.0416022278089508","day","C","auto","4"
"530","30","104488","-0.0131915552409328","day","E","health","2"
"531","31","101888","0.0655864862772846","day","D","health","3"
"532","32","79135","0.0199577235077773","day","A","software","2"
"533","33","66078","-0.0574610734618994","day","D","telco","3"
"534","34","121981","0.0217330088599876","day","A","software","2"
"535","35","140275","0.00616111385931212","day","A","auto","5"
"536","36","135716","0.0426018896967782","day","B","auto","5"
"537","37","100339","-0.018671347647128","day","D","auto","1"
"538","38","92626","0.0207271275452778","day","B","auto","3"
"539","39","127350","-0.00466403648264983","day","C","software","5"
"540","40","58116","0.0550630895871369","day","C","telco","5"
"541","41","108215","0.0593431877741023","day","B","telco","4"
"542","42","53861","0.043647950123101","day","B","manufact","2"
"543","43","114356","0.0408374598361624","day","D","software","4"
"544","44","101563","0.0504360478296356","day","D","manufact","5"
"545","45","61520","-0.0224783952621595","day","C","telco","3"
"546","46","127341","0.0550362405347654","day","D","auto","2"
"547","47","119201","0.0163174030922457","day","A","telco","4"
"548","48","113564","0.0352585787727889","day","A","software","2"
"549","49","124432","0.035787281561167","day","C","telco","2"
"550","50","104605","0.00373294366810117","day","B","auto","2"
"551","51","80021","0.0399401396418889","day","C","software","4"
"552","52","124409","0.053926638911893","day","A","manufact","4"
"553","53","130935","0.0188359563545109","day","D","software","2"
"554","54","104747","0.0513435905223739","day","A","software","4"
"555","55","87671","0.0406253752843082","day","D","telco","2"
"556","56","134117","0.0516856565611205","day","B","health","1"
"557","57","118326","0.0347700837396641","day","A","health","5"
"558","58","105611","0.0167389967945688","day","A","health","2"
"559","59","121988","-0.00571323838327075","day","A","telco","2"
"560","60","133197","0.0559524824913077","day","C","telco","4"
"561","61","140171","0.0294767253885146","day","C","software","5"
"562","62","135678","0.0246292342810501","day","A","telco","5"
"563","63","124100","0.0191586453128846","day","B","telco","3"
"564","64","41630","0.0692318450115787","day","E","manufact","1"
"565","65","114705","0.0470497095891466","day","B","telco","3"
"566","66","109549","-0.0101394247498197","day","E","software","3"
"567","67","133579","0.0801701591580275","day","A","auto","3"
"568","68","87693","0.0730042224291526","day","C","manufact","3"
"569","69","62984","0.0112563986975341","day","E","health","6"
"570","70","103174","0.012293301628125","day","A","software","1"
"571","71","126568","0.00497888827306369","day","B","manufact","2"
"572","72","97571","-0.0249608095868645","day","A","telco","2"
"573","73","54531","-0.00835590451012713","day","B","health","3"
"574","74","85986","-0.024538238413198","day","E","software","5"
"575","75","106984","0.0291411238484934","day","E","software","1"
"576","76","54153","0.0697159520930025","day","E","software","4"
"577","77","114051","0.0616652882304038","day","B","telco","4"
"578","78","83171","-0.0172295170176084","day","A","health","3"
"579","79","111918","0.0345331743995226","day","C","health","3"
"580","80","84338","-0.0508767630020173","day","D","manufact","5"
"581","81","70897","-0.051496109040206","day","B","auto","3"
"582","82","68899","0.0773884638585398","day","E","auto","6"
"583","83","85300","0.0492730329256354","day","E","telco","6"
"584","84","115892","-0.0135194376332554","day","A","telco","6"
"585","85","115535","0.0360684105257373","day","A","health","6"
"586","86","104142","-0.0540481717665363","day","E","auto","3"
"587","87","106769","0.00347562900331957","day","C","health","1"
"588","88","120713","-0.0630179735615899","day","C","health","5"
"589","89","127620","0.00140293734942499","day","C","telco","6"
"590","90","56246","0.0661817802563615","day","B","auto","6"
"591","91","74461","0.0517556479780091","day","C","auto","4"
"592","92","100358","0.0543245384561748","day","D","health","3"
"593","93","94232","0.0485176657300467","day","E","telco","3"
"594","94","79959","0.0595488219455024","day","C","auto","2"
"595","95","51029","0.0656215408680066","day","B","software","6"
"596","96","62581","0.0404321647545316","day","E","software","2"
"597","97","111592","0.0434711733778477","day","A","manufact","1"
"598","98","106685","0.03984557067639","day","D","auto","6"
"599","99","31306","0.0776739684573686","day","C","health","3"
"600","100","30318","0.0247996116147126","day","A","health","3"
"601","101","85406","0.0210183714049339","day","B","health","1"
"602","102","109554","-0.00509685711788273","day","D","telco","2"
"603","103","135154","0.0388577921672674","day","A","manufact","1"
"604","104","120477","-0.00221963573968422","day","C","software","6"
"605","105","71772","-0.00470634279001469","day","A","telco","4"
"606","106","24795","0.0361412101500585","day","B","health","5"
"607","107","109009","0.0289387671291213","day","E","software","4"
"608","108","89983","0.0610317732137944","day","D","health","6"
"609","109","47650","0.0165138455156932","day","D","auto","4"
"610","110","91970","0.0402618838371975","day","A","manufact","4"
"611","111","93425","0.0552182538566116","day","E","auto","5"
"612","112","121321","0.0318089922765466","day","E","manufact","2"
"613","113","71495","0.0751308454658031","day","C","auto","3"
"614","114","159838","0.00247308353865463","day","B","auto","4"
"615","115","81500","0.00240672638659822","day","A","telco","5"
"616","116","128717","0.00960077798733711","day","A","software","5"
"617","117","179954","0.0145369546006208","day","B","auto","1"
"618","118","83340","0.0325674332407586","day","D","auto","2"
"619","119","168478","0.00736966143571302","day","C","manufact","5"
"620","120","51241","0.0588827216501946","day","C","auto","1"
"621","121","66104","0.0516312928252278","day","D","software","2"
"622","122","80316","0.0262047769067684","day","E","health","4"
"623","123","60114","0.0832676684274259","day","C","telco","3"
"624","124","35938","0.0596079913675295","day","E","health","6"
"625","125","73655","-0.031816379280404","day","E","health","1"
"626","126","18026","0.0399657796330732","day","C","auto","2"
"627","127","111605","0.0505864385323904","day","D","auto","6"
"628","128","77949","0.0343719337236089","day","B","software","2"
"629","129","150409","-0.00712144382169964","day","E","manufact","3"
"630","130","119684","0.02466324401699","day","B","manufact","6"
"631","131","102104","0.0410682215369175","day","C","telco","1"
"632","132","131367","0.0516267117433489","day","C","health","4"
"633","133","80055","0.0595660696380129","day","D","health","4"
"634","134","133237","0.0538433152576871","day","D","health","1"
"635","135","104292","0.0854892979223543","day","A","auto","3"
"636","136","112788","0.0804013702836935","day","C","software","6"
"637","137","116856","-0.0370581639751359","day","D","auto","1"
"638","138","58034","-0.00901338945843593","day","B","manufact","6"
"639","139","135292","0.0278937460996204","day","E","manufact","6"
"640","140","100015","0.104443864646576","day","A","auto","3"
"641","141","57916","0.00504864013268065","day","D","software","6"
"642","142","101362","0.034861121556805","day","B","health","4"
"643","143","90468","0.043569625432088","day","D","health","5"
"644","144","71483","0.0319452059675634","day","B","health","6"
"645","145","56423","0.0771369058149287","day","E","manufact","3"
"646","146","97600","0.051305102959259","day","C","health","6"
"647","147","155644","0.0116148641230567","day","C","software","6"
"648","148","102681","0.0108260250549446","day","E","manufact","5"
"649","149","89465","0.0144536032249402","day","C","auto","6"
"650","150","109246","0.0351015010871458","day","B","telco","1"
"651","151","125017","-0.0117236470099992","day","E","auto","2"
"652","152","114560","0.0498498764841889","day","A","telco","6"
"653","153","83690","0.0580250772845067","day","E","telco","4"
"654","154","51041","0.0128085111411537","day","E","software","3"
"655","155","57579","0.00744557178490278","day","E","health","2"
"656","156","72772","0.0727034083110771","day","C","software","6"
"657","157","64933","0.0332296156545639","day","C","software","1"
"658","158","120348","0.0859035454836174","day","C","health","5"
"659","159","53188","0.0615732703845341","day","C","health","5"
"660","160","74778","0.0364005341289354","day","B","manufact","2"
"661","161","42268","0.0855089573348645","day","C","telco","1"
"662","162","39962","-0.0120350776378707","day","D","manufact","3"
"663","163","89826","-0.0160071671996992","day","C","software","3"
"664","164","118921","0.0288732450853838","day","C","manufact","3"
"665","165","91495","0.0863123314852867","day","E","health","1"
"666","166","78616","0.00252761976210306","day","E","health","1"
"667","167","113507","0.0676259815918855","day","E","software","1"
"668","168","114688","0.031088203469528","day","D","telco","6"
"669","169","55984","0.0547117994812236","day","B","health","6"
"670","170","78992","0.0672661963362022","day","D","auto","2"
"671","171","134446","0.00259385779448716","day","D","auto","6"
"672","172","136997","0.0277521757396082","day","D","manufact","1"
"673","173","102783","0.040044880241887","day","D","manufact","6"
"674","174","100903","0.0253149056208199","day","A","software","3"
"675","175","108985","0.0140602654964987","day","B","manufact","4"
"676","176","115249","0.0643555915389308","day","E","auto","4"
"677","177","85913","0.0625279608561331","day","D","health","5"
"678","178","95461","0.00945426249793064","day","D","telco","4"
"679","179","132092","-0.00365643328748527","day","C","software","4"
"680","180","78312","-0.0263154820459108","day","E","auto","5"
"681","181","137650","0.0554868428899111","day","D","manufact","4"
"682","182","105240","0.0305265721903618","day","E","telco","5"
"683","183","124962","0.0625964803066262","day","B","manufact","6"
"684","184","58437","0.0600518745323683","day","D","telco","1"
"685","185","113864","-0.0457946893503881","day","A","health","3"
"686","186","95169","0.0547149146242886","day","B","auto","2"
"687","187","122212","0.00245843162389854","day","C","health","1"
"688","188","119821","0.0751687469122421","day","D","health","5"
"689","189","94785","0.0366334262134469","day","A","manufact","1"
"690","190","155592","-0.0144056982660523","day","B","health","2"
"691","191","78631","0.0483448986634343","day","A","manufact","2"
"692","192","60738","-0.00258573985295945","day","C","health","6"
"693","193","155669","-0.00460052818420634","day","D","software","3"
"694","194","82299","-0.0161450266003596","day","D","telco","2"
"695","195","78466","0.00978202702869688","day","C","health","4"
"696","196","89593","-0.00409935308841482","day","A","health","1"
"697","197","86346","0.00583047817876988","day","B","auto","5"
"698","198","64492","0.0110944212542064","day","D","health","1"
"699","199","116724","0.0559738534663889","day","E","health","5"
"700","200","60583","0.00382859345708443","day","C","manufact","3"
"701","201","88561","0.0343424107630366","day","C","software","2"
"702","202","91248","0.0527118126495411","day","B","software","1"
"703","203","71964","0.0245522346675617","day","D","telco","6"
"704","204","119986","0.00324397782527337","day","B","telco","3"
"705","205","107094","0.020691926896979","day","E","auto","2"
"706","206","109684","0.0609788565176073","day","A","manufact","2"
"707","207","104898","0.0421623405599576","day","E","manufact","2"
"708","208","118920","0.0263013577852738","day","D","auto","1"
"709","209","49276","0.0121488093900694","day","C","telco","2"
"710","210","94893","0.056153868777479","day","D","software","3"
"711","211","74746","0.0120535469730476","day","E","manufact","4"
"712","212","66149","0.0101649819513934","day","C","telco","2"
"713","213","110471","0.0814165870789294","day","C","auto","5"
"714","214","99027","0.0490081399592739","day","B","auto","3"
"715","215","87463","0.0443598292050523","day","B","auto","5"
"716","216","163224","0.0785724695780349","day","D","health","2"
"717","217","77649","0.0671254956716743","day","D","software","6"
"718","218","127165","0.057295319053183","day","A","health","5"
"719","219","104234","0.0541594704476413","day","E","health","2"
"720","220","66178","-0.0136710132727455","day","A","health","3"
"721","221","127571","0.0075094819507177","day","C","auto","5"
"722","222","99934","0.0103461170674433","day","B","auto","3"
"723","223","48731","-0.000158025861810414","day","A","manufact","4"
"724","224","116885","0.046597105325876","day","B","telco","2"
"725","225","65784","-0.00172843207648839","day","C","software","5"
"726","226","107544","0.0164341771059346","day","C","health","5"
"727","227","162660","0.0645938792575389","day","E","health","6"
"728","228","92341","0.0939194557422766","day","D","telco","2"
"729","229","120990","-0.0318715412229123","day","B","manufact","3"
"730","230","85801","0.0680300625728829","day","B","auto","5"
"731","231","107944","0.00383306120295621","day","D","health","1"
"732","232","69972","0.0320638111232862","day","C","health","5"
"733","233","93252","0.0545774839914452","day","A","telco","2"
"734","234","139899","-0.008634239846154","day","A","auto","4"
"735","235","123341","0.023600772866182","day","E","telco","4"
"736","236","58493","0.0131629472955589","day","A","manufact","6"
"737","237","76993","0.00138781213580887","day","C","telco","1"
"738","238","87200","0.015787017236567","day","B","health","5"
"739","239","98920","0.100525024730888","day","B","manufact","5"
"740","240","130403","0.0182701944561241","day","C","manufact","3"
"741","241","129803","0.0487073353878198","day","E","health","4"
"742","242","104941","0.0662892743699641","day","C","health","2"
"743","243","96595","0.0308116034503074","day","C","health","1"
"744","244","116685","-0.0166748515006221","day","B","auto","1"
"745","245","98453","0.00649303470294593","day","E","auto","6"
"746","246","106842","0.0781825518115619","day","C","telco","5"
"747","247","67200","0.0173202562423525","day","A","manufact","5"
"748","248","85012","0.0403169951516417","day","C","software","2"
"749","249","113420","-0.00218428639010593","day","D","auto","3"
"750","250","116663","0.0484807684021577","day","B","health","6"
"751","251","58423","0.0435087483265213","day","D","auto","4"
"752","252","125998","0.0250121342459131","day","C","software","6"
"753","253","52374","0.0774864662763291","day","E","health","3"
"754","254","49441","-0.00342768883888203","day","A","manufact","4"
"755","255","99504","0.0284215711887001","day","E","software","4"
"756","256","110877","-0.0154680517665399","day","D","health","3"
"757","257","107741","0.0318741145512166","day","E","health","1"
"758","258","125557","0.0604885899987564","day","B","auto","4"
"759","259","15346","0.00857966520543695","day","D","auto","6"
"760","260","123509","0.0316985265977195","day","E","auto","2"
"761","261","55967","0.0650780024990898","day","E","software","6"
"762","262","77235","-0.0161126183729471","day","C","auto","6"
"763","263","69857","0.0354995848881819","day","B","software","6"
"764","264","110777","-0.00917432409145937","day","A","telco","4"
"765","265","71971","-0.0159284987177016","day","B","auto","2"
"766","266","134097","0.0826265261826317","day","D","software","4"
"767","267","126133","0.0118869978518336","day","B","telco","1"
"768","268","63519","-0.0182171397257945","day","C","software","6"
"769","269","94396","0.0182277084766984","day","A","health","6"
"770","270","44864","0.0267271386684554","day","B","telco","5"
"771","271","111559","-0.00848970916828451","day","B","manufact","1"
"772","272","82114","0.0367396821415464","day","A","telco","5"
"773","273","118510","-0.00861990097524654","day","E","software","5"
"774","274","140734","0.0242048345021898","day","D","telco","5"
"775","275","95780","0.0473769153972967","day","D","telco","5"
"776","276","125969","0.0644022981486945","day","B","health","3"
"777","277","89916","0.0379425642338706","day","C","health","1"
"778","278","58706","0.0668097162687061","day","E","auto","3"
"779","279","73465","-0.0248714349934131","day","C","software","2"
"780","280","103534","0.00595819773554325","day","C","software","5"
"781","281","147857","0.080518270797933","day","A","auto","5"
"782","282","117631","0.0551715064110188","day","C","auto","1"
"783","283","66150","0.0392602859821661","day","E","software","3"
"784","284","83954","0.0143503943421386","day","B","auto","1"
"785","285","61299","-0.0786030007895095","day","C","health","1"
"786","286","58217","-0.000400405861989261","day","B","telco","4"
"787","287","88330","0.0330945608510827","day","C","telco","2"
"788","288","124304","0.0379670290867144","day","E","software","6"
"789","289","94898","-0.00375393382912207","day","D","auto","5"
"790","290","55622","0.0201630192815791","day","E","software","6"
"791","291","131922","0.00952874202122281","day","E","telco","3"
"792","292","123211","0.0788780910964373","day","D","health","2"
"793","293","154345","0.0359550803410362","day","D","manufact","6"
"794","294","98260","-0.0207008445467003","day","A","auto","4"
"795","295","96977","0.00986038267056277","day","A","auto","3"
"796","296","100973","-0.00565138657686871","day","B","auto","2"
"797","297","152026","-0.0142507433924065","day","B","manufact","5"
"798","298","97850","0.0940096675534494","day","B","auto","6"
"799","299","115144","-0.00859034342378905","day","C","auto","2"
"800","300","69833","0.0734285127138273","day","E","telco","6"
"801","301","130749","0.00374996970697469","day","D","telco","6"
"802","302","140879","0.0196141328800383","day","A","health","2"
"803","303","57202","-0.0349290345280695","day","D","manufact","1"
"804","304","188634","-0.0449874697568531","day","E","telco","6"
"805","305","102709","-0.0294620401118582","day","D","software","4"
"806","306","145725","0.0460824319183042","day","E","telco","6"
"807","307","115791","-0.00809832201514291","day","E","telco","4"
"808","308","110852","0.0341218743069306","day","C","health","2"
"809","309","122255","0.0192168879116016","day","A","software","3"
"810","310","115398","0.0171572016897873","day","E","auto","2"
"811","311","53775","-0.0063155097224062","day","E","telco","1"
"812","312","86757","0.024669499052874","day","D","health","3"
"813","313","108826","0.031798359303949","day","B","health","6"
"814","314","48501","0.0465052729895243","day","E","telco","6"
"815","315","97700","0.057024492769048","day","E","manufact","3"
"816","316","97167","0.0698068448186374","day","E","telco","1"
"817","317","82331","0.0573721116697841","day","A","auto","1"
"818","318","66357","0.0259984607058884","day","B","auto","4"
"819","319","123310","0.0503483728348613","day","D","software","2"
"820","320","83624","-0.00598822039930848","day","E","manufact","2"
"821","321","106489","0.0359972982402728","day","A","telco","4"
"822","322","69336","0.0619434999276552","day","B","telco","4"
"823","323","66580","0.0568624831054545","day","A","telco","6"
"824","324","92785","0.126377766876307","day","C","telco","4"
"825","325","86975","0.00447754464365984","day","B","auto","5"
"826","326","130794","0.0223208849341701","day","B","health","1"
"827","327","43836","0.0145317405171587","day","A","telco","6"
"828","328","115127","-0.0116980971122944","day","D","auto","3"
"829","329","69574","-0.0255591516694432","day","C","manufact","1"
"830","330","72622","-0.00650522146057896","day","B","telco","4"
"831","331","102664","0.0218405924815425","day","D","auto","6"
"832","332","94652","0.0167542171617354","day","D","manufact","1"
"833","333","116786","0.0260456547821958","day","B","health","6"
"834","334","102439","0.0296835116769422","day","E","software","2"
"835","335","140211","0.021244118578667","day","D","health","4"
"836","336","77644","-0.0121943618259053","day","A","telco","1"
"837","337","81262","0.0641648315946118","day","C","telco","2"
"838","338","137378","0.0697968538802445","day","A","manufact","3"
"839","339","172560","-0.0399057429597433","day","D","telco","3"
"840","340","56329","0.041574320267268","day","E","auto","3"
"841","341","96268","0.070636017952202","day","C","software","4"
"842","342","50679","0.0157623624112979","day","C","health","4"
"843","343","86536","0.0458736476825116","day","E","auto","4"
"844","344","81081","0.027738648894301","day","A","health","6"
"845","345","107983","-0.0080516220178153","day","B","software","4"
"846","346","52452","0.0510813744934277","day","A","software","4"
"847","347","66946","0.0434956689770233","day","E","auto","3"
"848","348","136856","0.0781318354078554","day","B","software","5"
"849","349","114985","0.0149989647432541","day","D","telco","5"
"850","350","86616","-0.0288535254679359","day","B","telco","6"
"851","351","137363","-0.0427551643338277","day","E","health","2"
"852","352","99153","0.0143557026785896","day","A","software","6"
"853","353","50567","0.0107576737408901","day","E","software","5"
"854","354","69749","0.0217477641153823","day","A","software","1"
"855","355","93753","0.0106277637910787","day","D","software","6"
"856","356","120513","0.0164030920351206","day","C","telco","6"
"857","357","69032","0.0505977323319835","day","C","manufact","5"
"858","358","74751","-0.00776747982182929","day","E","software","4"
"859","359","80469","0.0256472841581727","day","A","telco","2"
"860","360","79286","0.0211008924878513","day","D","software","4"
"861","361","111756","0.0407177737090901","day","A","auto","4"
"862","362","109966","0.0318032663470686","day","D","health","3"
"863","363","119768","0.0438707957068502","day","E","software","2"
"864","364","104169","0.0977437297461688","day","E","software","3"
"865","365","45401","-0.055592299308864","day","E","health","2"
"866","366","122828","0.00237416820664824","day","B","manufact","4"
"867","367","90893","0.0819903796235647","day","A","manufact","1"
"868","368","81416","0.0178737833838006","day","D","software","1"
"869","369","48380","-0.0142149361000382","day","A","health","3"
"870","370","62921","0.00697549191775012","day","A","manufact","6"
"871","371","141723","-0.000788394931406599","day","D","software","2"
"872","372","98022","0.00311735921965739","day","A","telco","5"
"873","373","86817","-0.0375429976172173","day","A","auto","5"
"874","374","114070","0.0378037326606491","day","B","telco","1"
"875","375","88670","0.0276886296981989","day","A","health","3"
"876","376","119104","-0.0502098066406654","day","C","software","6"
"877","377","99339","0.025175560128079","day","E","software","2"
"878","378","46558","0.0244549081967496","day","D","auto","5"
"879","379","42803","0.00569160147557068","day","A","manufact","6"
"880","380","99846","0.0253591677692058","day","B","auto","5"
"881","381","47650","0.0312365283889375","day","A","auto","4"
"882","382","108344","0.0243596707217306","day","C","telco","1"
"883","383","107509","0.0228161891117785","day","A","manufact","3"
"884","384","118490","0.111987587734731","day","E","health","2"
"885","385","108372","-0.0568915418557337","day","B","manufact","4"
"886","386","75183","0.0836818944387776","day","D","auto","3"
"887","387","53104","0.0237324928947014","day","E","telco","6"
"888","388","126146","0.0142183084344782","day","B","health","2"
"889","389","143950","-0.0151099791330561","day","B","software","5"
"890","390","112061","0.0838617156537394","day","A","software","5"
"891","391","108996","0.0396750740224649","day","D","auto","5"
"892","392","61390","-0.0350071417608254","day","D","manufact","4"
"893","393","94908","-0.0178132370440994","day","A","telco","5"
"894","394","127953","0.0695768740677723","day","A","manufact","2"
"895","395","121056","0.0328290905133682","day","D","telco","5"
"896","396","112379","0.0939963140576387","day","D","health","1"
"897","397","92468","0.0337507259318789","day","D","telco","3"
"898","398","125527","0.0616274164793733","day","C","auto","4"
"899","399","114029","0.0655310325025585","day","E","auto","3"
"900","400","90025","0.03968443810568","day","C","auto","6"
"901","401","101811","0.0249197080192536","day","B","telco","6"
"902","402","95704","0.0289536624730431","day","E","health","4"
"903","403","115811","-0.0217415150990775","day","B","software","4"
"904","404","115262","-0.0014274044829897","day","A","health","4"
"905","405","89040","-0.044211471635983","day","A","health","1"
"906","406","93645","0.056552374485058","day","A","manufact","2"
"907","407","160473","-0.00786016006049073","day","A","auto","5"
"908","408","81006","-0.0247237342716565","day","E","telco","2"
"909","409","108572","0.0222445023754547","day","A","manufact","6"
"910","410","154506","0.00978612066804367","day","D","manufact","3"
"911","411","86669","0.000348184504164385","day","D","manufact","4"
"912","412","43035","0.0951461656175712","day","B","telco","1"
"913","413","64902","0.0160773459530215","day","E","auto","6"
"914","414","87212","0.0537965345517646","day","D","software","6"
"915","415","15746","0.0261271234467402","day","C","auto","5"
"916","416","120288","0.0458125004217842","day","E","software","6"
"917","417","88409","0.00173737154937492","day","B","health","4"
"918","418","126989","-0.0440740321688482","day","C","health","3"
"919","419","102113","0.053240952476363","day","B","telco","1"
"920","420","54872","0.0523103507035821","day","D","telco","1"
"921","421","148493","0.0142064676689311","day","B","software","1"
"922","422","53227","-0.029167392373082","day","B","telco","6"
"923","423","120988","0.0274771449523883","day","B","health","2"
"924","424","81724","0.0455549669656951","day","B","telco","2"
"925","425","108404","0.0359200620665114","day","D","auto","3"
"926","426","114786","0.00821928026522817","day","B","telco","4"
"927","427","138225","0.0170855658182668","day","B","auto","1"
"928","428","118356","-0.0139864807858168","day","B","auto","2"
"929","429","106189","-0.0108499403936664","day","D","telco","1"
"930","430","86247","0.0184249633331602","day","E","software","1"
"931","431","103237","0.0785824928097326","day","B","telco","6"
"932","432","50978","-0.00224862197785065","day","D","health","6"
"933","433","161061","-0.0356048934158857","day","B","telco","3"
"934","434","105005","0.00971552532661536","day","C","auto","1"
"935","435","23563","0.0140828228129027","day","C","health","3"
"936","436","119635","0.0399044367130575","day","B","software","5"
"937","437","78160","0.00489306409990351","day","C","software","3"
"938","438","108032","0.0262466850830713","day","B","software","5"
"939","439","87842","-0.00487779684741253","day","D","manufact","1"
"940","440","66439","0.0668878088739114","day","D","manufact","1"
"941","441","45317","-0.0149667147765948","day","A","telco","2"
"942","442","121749","0.0393676282616715","day","B","telco","3"
"943","443","114696","0.00892996152417034","day","E","software","1"
"944","444","96785","-0.0308623185335331","day","A","manufact","3"
"945","445","93070","0.0522081753557963","day","B","telco","3"
"946","446","118173","0.0266426079288266","day","B","telco","4"
"947","447","84507","0.110047096852286","day","A","telco","3"
"948","448","115361","0.0098210545726372","day","D","health","4"
"949","449","100494","0.0124378101615139","day","D","manufact","5"
"950","450","106878","-0.0524541983147673","day","C","health","5"
"951","451","83262","0.047119254617326","day","D","health","3"
"952","452","121390","0.0422909266587141","day","C","health","3"
"953","453","74253","-0.00853084093645893","day","E","auto","6"
"954","454","111635","0.073794959382282","day","D","health","6"
"955","455","63203","0.0581583140100705","day","D","software","1"
"956","456","85737","-0.00900398187420248","day","C","telco","1"
"957","457","145524","0.0396647279227621","day","C","health","6"
"958","458","54379","0.0336717313808962","day","C","auto","5"
"959","459","91139","0.0251383945599813","day","D","software","6"
"960","460","144024","0.0247271481086632","day","C","manufact","2"
"961","461","90118","0.0597290857856126","day","C","health","4"
"962","462","132098","0.0756288400124275","day","C","health","6"
"963","463","110229","0.0574681141783698","day","D","health","1"
"964","464","92007","0.0883228610996679","day","B","telco","2"
"965","465","80576","0.0508211509319103","day","D","telco","5"
"966","466","124507","-0.0629821247585367","day","A","manufact","3"
"967","467","128787","-0.00530013323656792","day","C","manufact","5"
"968","468","111488","-0.0214137458403149","day","A","telco","5"
"969","469","67368","0.0225942827501824","day","A","manufact","3"
"970","470","76929","-0.000316633226188977","day","B","health","2"
"971","471","137254","0.0146237147273032","day","B","auto","5"
"972","472","102639","-0.00655098612762231","day","D","manufact","5"
"973","473","92575","0.00378929837683342","day","E","software","6"
"974","474","39396","0.0675394235301689","day","D","telco","4"
"975","475","33592","0.05763263488178","day","E","software","1"
"976","476","48616","-0.000985349539907726","day","B","telco","3"
"977","477","71492","0.095734294722783","day","B","telco","3"
"978","478","101735","0.049302805040801","day","D","auto","3"
"979","479","101541","-0.0793337200748885","day","C","health","6"
"980","480","149315","0.028946170832785","day","D","software","1"
"981","481","77613","0.0227913609845535","day","B","auto","6"
"982","482","46766","0.0166275617438765","day","B","health","6"
"983","483","73305","-0.0451346276492772","day","E","software","1"
"984","484","139317","0.0272552113716335","day","C","health","5"
"985","485","78725","-0.037154431021003","day","B","auto","2"
"986","486","79912","0.0361243521916923","day","D","manufact","2"
"987","487","136161","0.0557164189781586","day","E","software","4"
"988","488","29574","0.0621270360252665","day","C","auto","5"
"989","489","113367","0.055337657474966","day","B","software","2"
"990","490","87513","-0.0272809598782907","day","C","health","3"
"991","491","137647","0.00213657073762888","day","D","auto","5"
"992","492","64647","0.00748419792795312","day","B","manufact","4"
"993","493","118068","0.0443917300619617","day","A","software","3"
"994","494","89551","0.0422903727774904","day","D","auto","6"
"995","495","103862","0.0109004555620965","day","C","health","2"
"996","496","87505","-0.0298659642628263","day","D","manufact","5"
"997","497","106376","0.0410947520640461","day","A","manufact","6"
"998","498","168417","0.0275764525541621","day","B","telco","2"
"999","499","46337","-0.00983716900236748","day","A","software","1"
"1000","500","108150","0.0624358921179235","day","C","manufact","3"
"1001","1","68833","0.0140974631757707","week","E","health","2"
"1002","2","95818","-0.0614217300364366","week","C","health","6"
"1003","3","102997","-0.042062424170575","week","D","software","4"
"1004","4","94789","0.0219857477104728","week","B","auto","6"
"1005","5","117456","-0.0191851870462661","week","E","auto","5"
"1006","6","105480","0.00960433973263739","week","C","software","4"
"1007","7","59105","0.0424979331721848","week","B","health","4"
"1008","8","148348","0.0400705314742259","week","E","auto","4"
"1009","9","80175","-0.00107909617562358","week","C","software","2"
"1010","10","98175","0.00311211204298061","week","E","telco","2"
"1011","11","126364","0.0122948053161586","week","A","manufact","6"
"1012","12","130820","-0.0259282227355739","week","B","telco","6"
"1013","13","78952","0.0595059222589907","week","C","manufact","4"
"1014","14","76554","-0.0313549562469429","week","E","auto","1"
"1015","15","121234","0.0672022199940123","week","D","auto","5"
"1016","16","106123","-0.0212549743672539","week","E","health","4"
"1017","17","135281","0.00940250172572816","week","B","health","5"
"1018","18","125908","0.0753735891812544","week","E","auto","1"
"1019","19","90712","0.00100595566851203","week","D","software","4"
"1020","20","142301","0.00158063147314631","week","D","health","3"
"1021","21","38289","-0.0800731822598956","week","E","telco","5"
